error,row_id,original_message,code,treatment
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",323,al principio no tan bien por el sonido,o9zfmksa,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",324,Bueno,oet4nvok,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",325,Muy agradable,og7fvnd8,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 4, 'STR': 2 }",326,"Excelente, mucha motivación",om9kwu4e,1
"{ 'SEN': 1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",327,Me gustaron los sonidos de fondo,onergf90,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",328,No hay nada desagradable en la sala,oohgymik,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",329,bien,otr2bf81,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",330,"bien, un poco distraida por el ruido",oufm9y5g,2
"{ 'SEN': 1, 'MR': 1, 'MS': 0, 'CONF': 4, 'CONC': 4, 'STR': 2 }",331,Los compañeros muy concentrados y el sonido ambiente muy bueno,owadpngo,3
"{ 'SEN': 1, 'MR': 1, 'MS': 0, 'CONF': 4, 'CONC': 5, 'STR': 2 }",332,"Fue comodo ya que no hubo demasiado ruido, ademas el espacio es ideal para que uno se concentre solo en lo que uno esta haciendo",oza01398,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",333,Agradable.,p3cibj7i,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",334,habia un ruido de estatica lo que pudo afectar mi capacidad de concentracion durante el experimento.,p7o3znr2,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",335,"No me gustó, había ruido constante de los parlantes y desconcentraba un poco",p8kam9kn,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",336,"Bueno, pero hacia mucho ruido",pa6ayr70,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",337,Bastante agradable,pavy07cm,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",338,"mucho ruido, tanto por música, como por un sonido que creo yo era del micrófono y la distraccion a lo ultimo cuando hablaron ",pc17azfn,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",339,muy agradable,pcvjt7cp,1
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",340,habian distracciones notorias,pcycazxv,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",341,no fue el mejor debido a algunas distracciones generadas.,pd22ay8k,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 3 }",342,Muy cómodo,pg491u7w,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",343,Me recibieron muy bien :),ph4ab81g,1
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",344,bien,pivrc0xn,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 1 }",345,Es un ambiente cómodo y seguro,pkqcekjn,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 3 }",346,Ruido por el microfono,pl4rlowo,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",347,BUENA,poa848in,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 4 }",348,"muy malo, soy muy auditiva el escuchar cosas externas me sacan de mi labor",pr2j094l,3
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 5, 'STR': 1 }",349,"Fue agradable, el silencio ayuda a concentrarte",pxsq1xcn,1
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",350,Normal,pzkczc21,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",351,Había un poco de ruido,q0jrwvd6,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",352,excelente ,q38d4cqd,2
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",353,molesto y desgastante,qe4wdmxc,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",354,Bastante agradable,qec37a1j,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",355,El ruido afecta la concentracion,qga7p5lc,3
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 5, 'CONC': 3, 'STR': 1 }",356,"fue tranquilo, y no hubo incomodidad.",qhns6rqd,1
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 2 }",357,Estuvo tranquilo y confiados,qhyqv0zm,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",358,estuvo bien,qi11ovot,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",359,Hubiera sido agradable si mi compañero de al lado no estuviera murmurando las palabras en voz baja y gesticulando cada vez que perdía.,qoxfssxg,1
"{ 'SEN': -1, 'MR': 1, 'MS': 1, 'CONF': 3, 'CONC': 3, 'STR': 3 }",360,"Fue ameno, calmado, un poco frio y desconcertante con el ruido externo",qpnbmmn4,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",361,"Fue desagradable, hubo un casi constante ruido",qr0wv8tm,2
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 4, 'STR': 2 }",362,Un Ambiente Tranquilo,qs2yl81m,1
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",363,"Se sintió un lugar adecuado para el desarrollo de la actividad, los ruidos externos llegaron a distraer en momentos cruciales, pero fue algo completamente externo. De resto cómoda y apropiada.",qu6xgpf4,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",364,Fue agradable,qubdatw5,2
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 2 }",365,"EL ambiente fue bueno, tranquilo.",qyur5wyi,1
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",366,Los sonidos influyen en la concentración,qz2aw66p,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 5 }",367,"Dejaron el micròfono encendido y todo el tiempo estuve escuchando notificaciones de whatsapp, paquetes, personas masticando, entre otros ruidos molestos.",qzuspasa,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 4 }",368,"La organizacion del experimento como tal fue buena, solo fue que el sonido constante en si me irrita mucho.",r1i791he,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",369,excelente,rbvv3kq9,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",370,"estuve chevere, auqnue el ruido del microfono descocentraba mucho",rch8v7zs,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",371,"Agradable, excepto porque el microfono produce ruido muy molesto",rdmpfux2,3
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 5, 'CONC': 4, 'STR': 1 }",372,Muy silencioso y agradable,rhm4pjqt,1
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",373,"Estuvo bien, bastante normal",ri2bhzhr,1
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",374,desagradable,rj04t3d3,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",375,bien ,rmpcjoqw,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",376,"Con el ruido es imposible concentrarse, aunque sé que es intencional para este experimento. En cualquier caso, ese factor me pone incómodo.",rppbbk2s,2
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 4, 'STR': 1 }",377,"Muy casual, la informaciòn se transmite de manera agradable y fue muy tranquilo.",rqw9m5ct,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",378,había ruido ,rubo351f,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",379,No fue nada agradable,rx4rnmef,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",380,"feo, mucho ruido",rybpw06h,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",381,Muy buena,rz8gpdek,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",382,bastante agradable,rziat748,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",383,bien,s0hnhax1,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",384,Bien. un poco incomodo el sonido,s1hlyn6p,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 4, 'STR': 3 }",385,"El ambiente obliga a concentrarse, de otra manera no se puede realizar de una manera correcta",s24t1f6p,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",386,Acogedor,s75jgmvt,1
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 4 }",387,Fue un poco estresante,s7atigpa,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",388,Bueno,s89zdljc,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",389,Todo muy eficiente,sbwvi9am,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",390,Excelente,scf5grw9,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",391,El ambiente estuvo suficientemente agradable,seac8t87,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 4 }",392,fue un poco estresante el sonido del fondo como una interferencia,sie3ghks,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",393,Mucho ruido del micrófono constantemente,sjwyxg0q,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",394,normal,sk8u8o34,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",395,"Malo, el ruido no dejaba concentrarse ",sm5veszw,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",396,bueno,srz3a3c5,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",397,No fue agradable por los ruidos.,ssyc96qu,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",398,Nada agradable con el sonido de la sala,sufnhykf,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",399,Muy agradable y profesional,suhgw3dm,1
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",400,"regular, debido al sonido",svdgfikn,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",401,Bueno,svf193ag,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",402,el sonido distraia demasiado,sx0p38cl,2
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",403,"Bien, sin embargo había un poco de ruido generado por la bocina",sxet4rc4,2
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 4, 'STR': 2 }",404,"Bastante bueno, silencioso y tranquilo.",sz0hxt09,1
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",405,Indiferente,t05bn1uc,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 3 }",406,"Agradable, interferida por el ruido.",t880k706,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 5 }",407,"No fué agradable, el ruido no me dejaba pensar y me estresaba.",t8y91855,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",408,"Fue poco agradable por el sonido de fondo, aunque se entiende que hace parte del experimento, tambien influye que los participantes a vecs hablan o piensan en voz alta",t9e4egbk,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",409,Muy agradable,tdas901e,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 5 }",410,"Para nada agradable, los sonidos de fondo distraen y estresan",tdayb0h4,3
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 2 }",411,tranquila,too3nur1,1
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 5, 'CONC': 3, 'STR': 1 }",412,"me gusta es tranquila, muy agradable",top3ysq4,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 5 }",413,Fue estresante y me distrajeron en varias ocasiones los ruidos.,tpi7mpzu,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",414,"El problema principal fue el ruido de la sala, que venia desde los parlantes, la estática iba y venia y me desconcentraba con mucha facilidad de resto todo estaba perfectamente.",tvllvo4b,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 5 }",415,El ruido que producian en la sala en general es estresante,txkt055z,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",416,estuvo normal ,u0zvc7ie,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 4, 'STR': 2 }",417,poco agradable pero el ruido hacia que pudiera recordar palabras,u1p0p146,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",418,"fue agradable, sin embargo, el micrófono tenía un ruido constante que desconcentraba",u4srczgn,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",419,"El ruido un poco insoportable. Me lograba concentrar, pero en màs corto plazo: como en el segundo intento.",u77ds9pv,2
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",420,terrible,ubicz2t4,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",421,Fue bastante agradable. ,ucmt1a8t,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",422,bien,uei87b3c,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",423,Buen Ambiente,ugiw59sj,1
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",424,Poco,uiwkyh8g,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",425,es agradable,uj6sqqzh,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",426,"Cómodo, caluroso.",ulf5cgz5,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",427,no tan agradable por el ruido,uoch1b4d,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 3 }",428,El ruido de fondo no facilitaba la concentracion,uq68q6gu,3
"{ 'SEN': 0, 'MR': 0, 'MS': 1, 'CONF': 3, 'CONC': 3, 'STR': 3 }",429,Silencioso,uqqrxnp3,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 5 }",430,mucho ruido estresante,utea0gu4,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",431,"bien, agradable",uwbpe0es,1
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 3 }",432,"Silencioso, bueno",uxd7h901,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",433,Fue muy agradable,uyzcdvcj,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",434,"No fue muy agradable, habian muchos sonidos de fondo, mensajes, teclados, etc. ",v09rhmy2,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",435,normal,v1jur4v6,2
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",436,Fue muy malo el ambiente en general,v5fnovnh,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",437,muy buen ambiente en la sala ,v9h99f4t,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",438,"Malo, el ruido era muy molesto",vad1vr08,2
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 4 }",439,"horrible, no me pude concentrar",vb9xoomi,2
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 3 }",440,"Negativo, Perfecto para la desconcentración",vbep8bbh,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 3 }",441,Muy comodo,vha1erec,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",442,"El ruido no me pareció molesto; en cambio, había una persona memorizando las palabras en voz alta que sí me desconcentró un poco",vi6a2fst,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 4, 'CONC': 2, 'STR': 4 }",443,"es agradable, el espacio es muy còmodo y limpio, sin embargo, el ruido claramente es un distractor muy fuerte",vkpabr8g,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 5 }",444,"Fue horrible, el sonido tan fuerte no me permitía concentrar",vmucblw5,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 4, 'STR': 3 }",445,los ruidos del ambiente son distractores y no muy agradables al inicio pero una vez acostumbrado es mas facil concentrarse en la prueba,volpkw4t,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 3 }",446,no fue muy agradable debido al fuerte ruido que se presento lo cual interviene un poco en la concentración ,vtw9f1zq,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 3 }",447,"No fue agradable el ambiente, ya que durante toda la prueba estuvo presente un sonido (como de interferencia), lo cual la verdad dificultaba concentrarse",w5mb4235,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",448,estuvo incomodo dado que habia un ruido ,w6dfq3aw,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",449,estuvo bien ,w80o747c,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",450,"El sonido no permitìa concentrarse mucho y en el momento en que hablaron por prestar atenciòn, fue un distractor para seguir concentrarse en la actividad",w8kysn5y,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",451,muy agradable,w9s2tgdf,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",452,Agradable,w9vdxk2k,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",453,agradable,wfngdgrd,1
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 2 }",454,"Fue agradable, estaba en silencio y se sentia tranquilidad",wj38xr2b,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 5, 'STR': 1 }",455,"bien, perfecto para concentrarse",wmwbgbad,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",456,El ruido no dejaba concentrarse.,wnzeslvp,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",457,normal ,wp4wklqh,1
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 4, 'STR': 1 }",458,bien pq esta en total silencio,wp8p1qhw,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",459,"Normal, aunque si desconcentra mucho el ruido de fondo",wqcz4zvg,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",460,"Nada agradable, el sonido hacia que se perdiera la concentración en las actividades. ",wup2hwu2,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",461,No fue agradable debido al ruido blanco de fondo,x0kiuc1d,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",462,fue algo confuso pero no desagradable,x1an0spt,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",463,"Al principio no fue tan agradable por el ruido de fondo, pero con el tiempo me habitué un poco al mismo, aunque seguía siendo molesto",x1iz0csv,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",464,estresante con el sonido,x1zla4x6,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 2 }",465,"Es cómodo y me sentí bien, no sentí rechazo o un mal ambiente",x2f0emyl,1
"{ 'SEN': 1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 4, 'STR': 2 }",466,Bien cuando logras ignorar los sonidos  y enfocarte es divertida la actividad,xe23b583,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",467,"chevere, a veces me distrae un poco el ruido de los buses afuera y alguien que al parecer escucha radio uno, pero de resto bien, se que no es algo de todos los dias.",xodnqky5,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",468,Agradable a excepción de los sonidos de fondo,xp3wuflr,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",469,Normal.,xr4o39mz,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",470,"Fue completamente agradable, acorde con el interès del proyecto",xrqspdh9,1
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 5, 'CONC': 4, 'STR': 1 }",471,"Tranquilo, sin ninguna molestia",y1o5up2a,1
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 4, 'STR': 3 }",472,"Bastante, solo me concentré em el portátil",y5gs6vf7,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",473,El sonido que ponen es como molesto,y5hpjji5,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 4 }",474,"Fatal los sonidos del micròfono, la chica tecleando y comiendo ",y8iszp0z,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",475,"Si, la temperatura estaba bien.",yazi90oi,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",476,"Muy agradable, el único inconveniente que tuve es que en una prueba que estaba llevando los números en mi cabeza, hablaron por el micrófono y me desconcentró y perdí lo que llevaba por consiguiente afectó mi resultado. ",ycspzpq4,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",477,"hubo mucho ruido durante la prueba, creo que era el micrófono que usan para darnos instrucciones ",yd4610am,2
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",478,Bueno,yeov12qn,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 2 }",479,"escuche un ruido constantemente, aunque no me frustro, si puedo ver que no me permitía concentrarme",yx2pmlb0,2
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 5, 'STR': 1 }",480,Es agradable porque esta en silencio y eso permite mejor la concentracion en estas actividades,yzxqll2e,1
