any_suggestion,suggest_safe ,suggest_efficient,agree_proposal,discuss_coordinte,discuss_fairness,discuss_efficient,discuss_rules,explanation,discuss_howtoplay,ask_game,receive_report,truthful,falsehood,contradict,neither_report,original_messages
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0,0,1,"ya tio, soy una pringada/jajajaja/c4 f4?/perff/nos sale juego fila y columna/a vale jajaja"
1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0,0,0,0,1,"al rol A al final/sii sii a mi me sale cuando hacen el recuento de puntos/por eso lo decia/qué hacemos/el c3, f3 del 3 es el que mas puntos da, no?/vale/a ver/tanto j5 f5 c5 y j4 f4 c4/todos esos dan 80/menos el 5/lo de jueg9o no lo pilloo/yo tampoco se lo de los juegos/fila 2 coluna 2/puede ser q tengas q poner el q pone arriba?/a mi no me sale nada/decidmleo/fila 2 columna 2/o fila 4 columna 4/2 y 2"
1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"Fila 3 columna 3 mejor/juego 2 creo/f3 c3/anda esq el juego solo os sale a vosotros/creo q no/jajaja/3/f3 c3/f3 c3?/f3c3 es justo no?/sip/madre mía el A cómo se está forrando jajajaja/jajajaja/jajajaja/la gente escribe un monton, no?/jajaja yo creo que estarán ahi debatiendo a tope/estarán discutiendo jajaja/seguro jajajja/nosotros somos pros :P/una amiga hizo el mismo y discutieron en su grupo/jajajaja/jura/sisi insultandose y todo/esq puedes ser egoista o ser piadoso/esque esta bpensado para que A y F se alíen/peor bueno lo que prefieras/porque estoy viendo que tampoco tienes numeros muy altos en las otras/ya xD/a ver yo aun  confio en que salga la 4 o la 5/XDDDDDD/jajaja/5-5?/va/a ver, lo hacemos ahora a mi favor y en la siguiente al tuyo? esta complicado que vuelva a salirme xD/tu decides/vale/5-5?/yeah/asi da gusto xD/jajajaja/seguro que en la siguiente si no me toca el A me jode que fliiipas jajajaja/jo yo espero que la gente lo este haciendo asi tambien/sin que importe el a/ya, es lo suyo realmente/1-1?/si no?/que mal jajaja/creo que no hay otra rque salga mejor voy a mirar pero si se acaba el tiempo, dale al 1/yo lo veo bien/asi iriamos igual/y la proxima es la ultima, empatamos y ya esta/si, no hay ninguna aqui que te salga mejor/ni a mi tampoco/1-1 definitivo/perfecto/o c3 f3/jajajaa/merjo aun/*mejor/jajajaja/pues ale c3f3/tio que mala suerte la mia, que rabia jajajajaj/jajajaja/a la siguiente sale el 5/tengo un palpito/diooooooooos/y salió el 5"
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0,0,0,0,1,perdón/ya pero hay desproporcion entre lo que da a f y a c/hay que ver quien da más puntos pero segun el rol/yo he dicho el tres porque esta igual/a veeces da proporcional y otras no/igual que la ronda anterior no?/el A siempre obtiene el doble/que c y f/tiene más puntosd que los restantes/pero eso ocurre en todas las filas y juegos/sale arriba/en las instru pone q a mino/vosotros mandais/fila3 columna3 o fila 4 columna 4/fila 3 columna 3/esq siempre me quedo yo con el que menos..../yaa/es verdad/luego cambiare esto hombre jaja/menudo  rayote/fila 3 columna 3/va/80 que te llevas ahora/sii f3c3/luego nos invitas a unas cañas jajajaj/jajajaja yaa ves/eso esta hecho jaja/30 secs/ya nos sobra hasta tiempo/y fastidien a C/:(
1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"jajajaja/pero sois buenos/2/en realidad lo que estaría guapo es que las tablas fueran diferentes para cada uno/y así nos rallaríamos a saco/f3c3, como siempre jajaja/jajajaja/o que A no sepa el juego/discutiendo y todo/claro/y tenga que fiarse de uno o de otro/Pues si/si esque yo pensaba que no se podía decir el juego/Mas dinámico.. por lo menos/42432/perfectooo/40 pts para cada uno/es nuestro mejor empate/el mejor para empatar xD"
1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0,0,0,"yeeeeeeeah/los otros son 32 o 36 ajaja/a se va a llevar mucha pasta de esto jajajaja/ya ves/la cosa es que alguien que le quiera joder tendra que joderse a si mismo tb/esta muy bien pensado/rezo por ser a despues/y yo jajajajajaa/hola/holaas/como has jugado antes?/como c/empatando o alternando?/ui jajaja/yo f tb como antes xD/alternando/y alguna empatando/por fiiiiin/jajajaaja/muy fuerte lo tuyo JAJAJAJA/jajajajaja/bueno c5 f5 no?/siii/pura chorra, y encima has quedado bien y todo/ah bueno/hay que buscar una fila donde a los restantes nos den mas/el c3, f3/juego?/da 40 a cada uno/mirad el juego 2/el resultado de A/f2 c2/es la suma de f y c+/ya lo sé ya/en todos es la suma/la verdad que el juego esta descompensado/en el juegoi 3/porque el A siempre gana mas que los otros participants/ya/okk/vale/el F va chetao/fila 5 columna 5/fila 2 col 2/jajaja/ajajaj/to pros/jajaj si/veas/en la siguiente no decimos juego, vale?/pero esto es un poco caca/jajajaja no fastidies/venga/para darle emocion/que la liaremos/jajajaja/JAJAJA a ver que sale de ahí/vava, sin que lo osepa A/es que ni si quiera merece la pena que gane aqui xD/pero si en la 6 vemos/jajajajja la verdad que esta muy pensado esto para cuadrarlo/si, si te fijas estan ordenados los cuadros y luegos/jodereeeeeeeeeeeeeeeeeeeeeeeee/ay me sabe mal ://tienen que salir 4 y 5 en algun momento/a ver me da miedo que al llegar a la 6 no pueda compensarse tb/tendria que salir justo en las siguientes la 4 y 5/pues lo miramos al 4 por si acaso/hacemos 1 1/y ahora cuando salga la suma miramos/si la proxima es 1 o 2 ya te lo damos a ti/ooh sii/jajajja/jajajajaja/grasias grasias/gana mas el c/por ejemplo/no veis que tmb hay numeros en negativo?/qué cojemos en este juegio?/yo jugaria como antes y ya esta/juego 4/vale/f y c?/y que fila o columna?/c3 f3 cómo antes?/vale/jajaja/q dices C/y 3 y 3?/me parecen bien/esq a mi en 4 y 4/y a A/nos dan mucho mas/os digo esa para q mireis/a ti en 3 yu 3 solo 3 mas/valee/si/3 yy 3 no/fila 3 columna 3/lo mejor para todos/justo la acabo de ver/el A se va a forrar jajaja/q rapido/siempre pilla 80/algo cambiara digo yo/sino q chollo jajaja/nnono/yo gato 10 mas y c gana 10 mas/es como las mas rentable/yo gano menos/en f4c4 gano 3 menos/a tiene el poder de decision/yya he ganado menos la primera ronda/f3c3/yo apuesto por f3c3 que es justa"
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,1,esas son mis opciones/madre mia esque no hay ninguna combinacion que yo gane eh?/o empato con F o pierdo mogollon/menudo juego/quiero reclamar/jajjajaja/con f4c4 no poierdes tanto/no se que juego es jajaja vosotros decís/ya en verdad no/sino cojo el justo/pierdo solo 3/f4c4?/si/bien por mi/vale/y ganais mas vosotros
1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0,0,0,"era el juego 5/va/42370/ok/hoy  no es mi dia xDDD/tu tienes 110 y yo 194/vamos a empatar/si?/si quieres hacemos 5 5/tengo que elegir entre 40 o 46/pierdo 6/tu ganas bastante mas/empatemos, no me importa/tambien es verdad/bueno vale/tiene que venir  yaaaaaaaaaaaa/pero a partir de esta ya compensamos/seee/en 2 rondas acabamos/sii/paara coger ese cogemos el juego 3 que nos da mas/yaa/asi ganamos 40 40 y80/e suq esolo es del juegoi 4/el juegoi no se puede elegir/j3, c3,f3?"
1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0,0,0,0,1,"coge j5 f5 y c5/pero en ese caso el c gana la mitad/ya ves.../vale vale/entonces j3 f3 c3/40 40 80/sí+/más justo/okey/tu cuanto mas ganemos nosotros mas ganas tu/ah sii/?/claro fijate que es la suma de las nuestras/ahora 40 yu 40 80/hostia paco/cierto/q sagaz/fila 3 columna 3?/otra vez. esto.. jaja/es verdad/vale/f3c3/perfect/4/f3c3/?/opino c4 f4 por los mismos motivos de antes, pero la mas justa seria f3c3/en las primeras dos rondas he ganado mucho menos que vosotros dos/C tiene razón/si/me debéis pasta/jajaja/f2c2 podria compensar/f2c2??/F te parece bien?/a ciegas/va/pero que no os descuente/igual, f4c4 o f5c5/lo que digáis/y vuelvo a palmar 3/jajaajaj/yo voto ahora por la justa/o f3c3/hola, ¿cuál fila vas a elegir?/voy a elegir f4/AL FIN/bieeeen/MI MOMENTO/jajajajajajaa/HA LLEGADO/5-5 je/al final tenia que salir algo bien jajaja/te saco 60/elegimos pues 5-5?/si/has contado puntos?/si elegimos 5 5/tu llevaras 246/perfect/y yo 274/va/a ver cuanto nos pagan/la que menos se lleva yooo/jaaj/jajaja/a ver si vuelve a salir el 5/el A tela../pues si,, el A sin hacer nada se lleva más/eso que siempre salen 1 2 y 3/vuelve el 5 ahora/JAJAJAJAJAJAJAJA/jajajajaja/despues de esta ronda hay nueve mas?/o se termina aqui?/no creo/ni idea/pone 9/9/somos los mismos que antes?/c3 f3?/sí/sí/sogo diendo el C/c3 f3/joeeer pos ya hubieran podido cambiar los roles.../sigues siendo el a?/siii../qué hacemos entonces/lo mismo/?"
1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0,0,0,0,1,cómo antes lo mas proporcional/asi todos igual?/sisi/siempre igual jajajaja/que rollo/en principio bien/igual ara resta jajaja/no creoooo/es exactamente lo mismo/esto es asi 1 h y media?/lo que no se es xq lo dividen/en dos partes/si no hay diferencia/algo habra jaja/2  y 2?/okey va/que asi te danb mas a ti/f3 y c3/vle/o a lo mas justo?/lo que pasa esque en este juego no gano apenas nada más y os fastidio mucho al resto/o f4c3/prefiero lo justo/y en el siguiente lo intentamos otra vez/como queraois/yo haria f3c3/Vale.. pues entonces f3c3/y en el siguiente vemos/3/he roto la hoja sin querer jajajaja
1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"que en el primer juego ya he ganado el que menos/me van a hacer pagarla/jajajaj de la emoción/seguro/tal cual/jajajaaj/te van a descontar 5€/el boli es gratis/¿te parece bien que escoja c4?/o c3?/elegiré c3/lo que prefieras/podrias haber ganado tres puntos mas/ya, pero c, 20 ,más/que fila vas a escojer?/te parece que eligamos c3 y f3/?/vale/si te fijas, c es igual a nuestra suma/querras decir A/eso eso"
1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1,1,0,0,0,"f3/o f4/f 3 mejor/c3/a ver si a la proxima ya igualamos :)/jajaja see/y si no pos tampoco pasa nada/pero mejor/oleee/5 5/sacamos 5 y 5 y la ultima para ti?/perfecto/no la ultima empatamos/ah claro/con suerte sale la 3/Dime que lo ves o algo/enserioooooooo/nono/pura intuición/muy heavy lo tuyo/jajajajaa/pos siempre lo mismo/para el f y c/vale/que es lo que mas puntos da/sí/juego 3/c3 y f3 no?/sí/okey/si/el A se podria repartir/o cambiar los roles/la verdad que sii/al inguak es un fallo/si no , no entiendo que funalidad tiene/las negativas entonces no se cogen? porq te restan vale/pero entonces esto es muy chorra no?/nono ni de coña ajajja/o me lo parece a mi/si/algo hay nano jajaja/es siempore igual/si../muy extraño/luego nos dan 5 euros y ale pa tu casa/f3c2?/por equilibrar yo diria f1c1/vosotros diréis/yo en f1c1 casi no gano/que F ha ganado como 60 más que yo en las dos primeras rondas/f2c2 esta mas igualado para los dos/Lo que queráis los dos/:D/jajajajaja/C llevatelo/Por la putada/me daran el sobre con una nota: tienes 5 euros menos por los desperfectos/jajajjaa/y un ordenador/Exacto/por las molestias/Aunque no valdrán mucho jajaja/jajajajaja/JAJAJAJA/algo hace :·/:3/c llevate el boli/para wallapop/Es lo que te iba a decir/menos mal, me ahorras tener que explicartelo/f2 c2 jajajaj/pues eso, ahora elegimos el 2/esque en la anterior nos ha costado darnos cuenta/igual/f3 c3 no?"
1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"como el de antes, c3 f3/si/pues que tal? Te has acordado de coger paraguas?/no/Yo no y me he chopado/jajaj/mal vamos tomando decisiones/he aparcado lejos/vale sii/luego si averiguamos quien es, que nos pague 2 birras y au/jajaja ea/c3 fc3?/c3 y f3?/perfecto/seguimos con c3 f3?/si/pero en otras rondas podriamos cambiarnos en plan seleccionamos para que obtengas la mejor pubtuacion para ti/y ala siguiente ronda la mejor puntuacion para mi/para ir ganando mas nosotros, sabes?/sii/pero bueno esta c3 f3/también lo he pensado/en la siguiente lo hacemos pues/perf"
1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1,1,0,0,0,c1 f1?/la que mas te beneficia a ti es esa/sii/a la siguiente buscamos una que me beneficie a mi?/luego miramos la que más a ti/te juro que he pensado que volvia a salir... jajajaja/jajajajajajaja sii seguroo/lo juro/aaahhh okey/nosotros tenemos que decirle que juego es/pero da igual que ponga 1 que 2 que 3/y el toma una decicsion dentro de ese juego/vale/juego 2/juego 2/enserio la tarea del rol A esta sobrevalorada/encima que no ve el juego gana mas.../jajaj ya ves/eres el de lla toma de decisiones/fila5 y columna 5/A no tienes hora no?/noo/me gustaria saber q nos estudian con esto/hola
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0,0,0,"hola/a cual vas a coger/puedo preguntar cual ha tocado?/o elijo yo?/elige fila y columna/en el juego 3 la mejor es la fila y columna 3 no?/coge fila 5 columna c5/Del juego 3?/sí/Perfecto/nan/como querais/1/ahora para F/f5c5/bien por mi/vale/f5c5/auque no sé si nos sale rentable esto eh? si hubieramos amarrado tendríamos 32 en las dos rondas/jajajaaj/y la siguiente para c, pq A siempre gana mas/3.3/valep/ya lo sabias no?xD/el A que tendra que poner?/sii jajajaj/esperemos que ponga lo mismo/de momento lo esta poniendo/3.3/sii,/la ultima yaaa/creo que en esta ronda el A le pilló el truco/ya ves/porfin/sii en esta lo ha hecho bien/1 minuto/q especifico/a/jaja/o/jaja a/hola/estas?/Si/perdona por la de antes he estado lento/selecciona la 2/sugiero hacerlo de forma que seamos los dos quienes ganemos/yo voy a seleccionar exacto/que vas a seleccionar tu?/2/y si seleccionamos los dos/la 3/asi no gana tanto el a/listo/la 3 yo/y la 3 tu/no/40 para cada 1 esta bien/a ver dime que sugieres tu/nan/esa/listo/okey/3/puedes elegir la 5 en esta/Selecciona la 3 y yo la 3/y cuando salga una en la que puedas ganar tu mucho/yo le doy a lo que tu pidas/listo/escoge la fila 1/okey/por la de antes/ok/Ahora te digo algo despues de esta/la 3/Nos sirve buscar mas el equilibrio/ganamos mas/si/listo/3 tu y yo 3/la 3/3 otra vez/listo/3/la 3/Estas de acuerdo?/podemos sacar mas partido si yo escojo la fila 4 y tu la c4/y luego yo te la compenso en la siguiente/pero si no estas de acuerdo/la 3 otra vez/la 3/okey/la 3/La 3 nuevamente/Te parece bien?"
1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"estoy pensando/3 y 3/Es la mejor alternativa para los dos/a mi me interesa mas la 4 y 4 porque tu solo pierdes 3 que no es tanto/Mira me dicuenta de algo/sorprendeme/cuando es juego 1 nos sale mejor jugar a mi favor y cuando es juego 5 es mejor jugar a tu favor/si/lo se/en el resto es mejor jugar equilibrados/bueno/hacemos asi/si te das vuenta en el juego 2 y 4/en esta juega 1 y yo juego 2/tu tienes mejor prbabilidad que yo en el 2 y yo en el 4/mira/fijate/cuando pone 80/si dime/para 4/hola/has elegido ya la fili?/es donde mas se gana/tanto como para uno como para otro/para A/no entiendo/fila/he escogido el juego 2 ,fila 1 y columna/1/1/buenas*"
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,0,0,1,"otra vez el 2..cual vas a elegir?/si,fila 3 y columna 3/perfecto/;))/cual coges?/juego3 fila 3 y columna 3/okey/es el que mas compensa/exacto/logico fila 3 columna 3 es la mejor/juego 5,fila 3 y columna3/exacto jaj/jajaja/que fila/qye columna/en este juego?"
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"noo/en todos los juegos/en el 4?/salimos ganando/si siempre hacemos que el jugador A/gane 80/En este lo mejor es 3 y 3 porque equilibramos/no importa/okey/dale 3 y 3/el 3-3 no?/si ,lo que pasa esq antes puse lo que te dije y me salia otra fila xD/a mi igual/yo puse 3 y salio 1/Será porque el A lo habrá cogido/porque necesitamos/a ver/te lo explico aqui 3 y 3/ok/pero quiero explicarte lo anterior/dime/si te fijas la lo que se lleva el jugador A, el de la fila en rojo/siempre es la suma de lo que nos llevemos tu y yo/lo maximo es 80/si en una decision cogemos entre tu y yo menos de 80 uno de los dos esta perdiendo posibilidades/si, eso es verdad pero necesitamos maximizar nuestros puntos, no nos afecta si a el le va bien/puede ser/3,3?/sii/estaba claro jajaja/ya ves jaj/el A se estara forrando/jajaja/sii y nostros/as siempre menos,,ajaj ,pero bueno algo es algo/eso te iba a decir algo es algo/jaja/por cierto eres chica o chico?/el 3-3 no? jajaja/sii/otra vez el 4/3.3/3.3/jajajajaja el 1 no sale ;(/es el que mas positivos tiene ,pero los valores son pequeños/es una forma de ,maximizar/claro por eso/Ahora si/3 y 3/Explicame que se corto/se trata de que si el se lleva 80 es porque entre tu y yo lo hemos aprovehado todo si escogemos 3 y 3 aqui/estamos perdiendo 8 puntos entre los 2/Por que ?/jajajajaaj/es complicado de explicar por el chat/si eso luego te lo explico fuera/pon 3 y 3/eso si/3.3/perfecto el A sin hacer nada se va a llevar el triple jajaja/en la de antes habias puesto la 2?/en el de antes hemos puesto lo mismo,pero paso lo mismo que en el juego cinco que nos salia negativo y es pq el A seleccionó ese/sorprendeme es el 3.3???/sii es el mas proporcional/si porque los otros o uno tiene muchos y los otros nada o al reves/exacto/3.3/okey/3.3/3.3/si ajaj/en los anteriores salia otro que no habiamos escogido pq el A escogió uno diferente/Listo/sbabes una cosa/dime/aqui juego a tu favor/creo que les he pillado el juego/5 y 5/no hay jugador A/como es la cosa?/es la maquina el jugador A/puede ser/lo mas seguro/si,pq me lo dijeron/3.3/sii/no salimos del 3.3 eh jajajaja/ya ves,es un poco repetitivo/sii la verdad es que si/3.3/3.3/3.3/sii jaj/pasa un poco lento no?/bastante lento,/la gente contesta rapido../o eso creemos,xD/se oyen los teclados/y ratones jajaj/jaja hablando para quitar el aburrimiento/jajajaj eso si/como nosotros/Por eso a mi no me importa el A sino maximizar nuestras ganancia/es posible eso/esta hecho para que te fruste que siempre gane elm A/somos pares/si esto fueran trios estaria cojo/pon 5 y 5 si/Exacto/jsajjajajjajaja/que listos son los de lineex/3 y 3"
1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"jajaja/3.3/que raro/jajajaja/ya ves ,porfin ha cambiado/nos llevaremos mucho o que?/7 ya/queda  poco/solo 2 rondas/yes/lo del jugador A lo hacen para ver si te picas y quieres que el rico pierda pasta/Quizas eso es/pero de esa forma tu tienes que perder pasta/Era lo que te decia en un principio/a mi no me importa A/ya/sino que ambos ganemos/exacto/Esto se llama juegos de cooperacion/pero cuando escogemos 72 hay 8 puntos que se podria llevar uno de los dos/pero que da igual 8 puntos no son muchos/3 y 3/Estas ahi ?/a mi me viene mejor 4 y 4"
1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,1,"y luego en el juego 2/te vendra mejor a ti 4 y 4/miralo/pero si no te fias/ponemos 3 y 3/okey/Mejor 3 y 3/Aqui nos favorece jugar a mi favor/seria 1 y 1/okay/o q beneficie aalguien?/3,3?/ajaja/me estais rallando/lo q digais/quieres 3,3/2/c2 f2?"
1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1,1,0,0,0,"a tiempo para comer jajaja mas o emnos/ahh no sabia/pero bueno depende de cada experimento/es la primera vez que vengo/antes ha sido f más/juego 3/bien bien/ahora que f gane más, no?/3,3/ganamos todos/si/3 y 3/voy a ser buena, así que no me engañeis jaja/o 4,4/noo/para compensar pero entre 40 y 43/que en ese me llevo yo menos"
1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"en la proxima que sea 5 a tu favor/lo que trato de explicarte esque en el juego 2 a ti te viene mejor porque ganas y es 2 y 2/y en el juego 4 yo gano mas si es 4 y 4/tu miralo/okey ponemos 1 y 1/si tienes razon/En la proxima hagamos eso/pero no se va compensar esta ronda/listo en la otra/a no ser que en la siguiente ronda salga el juego 5/3 y 3/si/va/que me lo quitan de las manos/jajajja/1, 1Ç?/no/igual/lo que querais/luego cambiamos/pues 3,3/no te cabrees e jaaj/no hay problema/yo soy comprensiv@/jaaajajj/pues 3,3/me lo dice mi novi@/y lugo 5,5/imaginaria/sii/si/oke/okey*/el A se forra/siempre jajajajaj/Un golpe de surte/suerte/4/ahora c4 f4 no?/Ey C/si/a ti y a mi se nos esta quedando igual todo el rato/Valee/me sacrificaré otra vez/jajajaja/te estas dando cuenta cuando sale el global?/se compensa si seguimos asi/siii/buah hemos dado con la buena eh jjajajaja/Lo puntos que os quitan en unos, se regulan en la siguiente ronda/que crema"
1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1,1,0,0,0,"pero no tengo la compensacion/para la proxima ronda cuando salga un juego 5 jugamos a tu favor/de la ronda anterior/no hay mas rondas/Es decir te queda uno para la proxima ronda/jajajaja/f4 c4/5/jajajaja/1/juego?/1/perf/3,3/como renta ser a/mejor 3 ,3/en plan/ganamos mas/como son 9/exacto/valee/3/jajja/ahora si 5,5 y a casita/volví a ganr/me has adelantado/ziii/:(/yo a la biblio/:)*/jajajajaj/si si/tal cual/jajajajjajaa/ya veremos lo que sale de aqui/1/f3 c3??/si/creo q si/si/perfect!/jajajaja/ultima ronda/el 3"
1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0,0,0,0,1,"A por la última!!/para terminar bien la que mas nos llevamos xd jajaja/f3,c3?/Vosotros mandáis!/si/sabes/la compensacion no se puede hacer/pero no te preocupes/dejame y reviso/dda igual/si la quieres compensar/tednrias que poner 5 y 5/podriamos poner uno que nos beneficie a los dos/De acuerdo/en una mas a ti y en la siguiente mas a mi/vale/5/f3c3/si yo pensaba eso tambien/creo que he sido bastante parcial/sisi/c?/si molt/no opina/ah vale/1/juego 1?/si/que opinais de f2 c2?/nan/f3 c3?/le quito 3 al f que luego se lo doy/asi gana el c 11 mas/ganas toa la pasata/jajajaja/pasta/pero q luego no creo q sea asi jajaja/3 bloques de 3/donde una vez favorezca a uno/otra vez a otro/y luego iguales/esas matemáticas jajaja/y vuelta a repetir/jajajajaja/einstein es mi apellido/jajajajajja/yo a lavar el coche/rt F/y a merendar"
1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1,1,0,0,0,"ajajja/ea/al poli/estudiar es para covardes/jajajajaj asi estas tu/cobarde con b/jajajajaj/eh/jajajja/que están al lao/no pasa nada es comprensivo/okiis/genial/f3 c3/sii/Ahora sí, un placer!/igualmente gente/igualmente jajaja/juego 2 fila 1 y columna uno ganas 50/yo 22/en la siguiente pones una donde gano yo mas/al final no he sabido a cual darle y has salido beneficiado/a tu/esto ha pasado m,uy rapido/que va te han dado mas a ti/yo 22/tu 44/creo que todavia no se mirar muy bien esto/pon 5 ahora/creo que nos llevamos bastante los dos/fila 5 columna 5/si/yo 10 y tu 38/quien sea a se esta forrando/vale/me parece bien/perfecto/y yo 8 mas/vale/f2 c2 entonces?/lueg se reparte mas al f/pues luego veremos las siguientes para darle eso al f/siiii/si f2 c2/2/2/ahora creo que lo mas justo es f3 c3/porque si hago f4 c4/para darle las 3 a f/c pierde 11/que opinais?/que tienes razón"
1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"f3 c3/3,3/bueno/aunque es aleatorio/que te quiten lo bailaó/jajajajja/exacto/pero no lo uso por la fama/ya os imaginais/ajjaja si claro nos lo imaginamos/jajajaj te entendemos/asias/4/4/te gané/jajaja/jajajaja q pique/vamoh a calmarnoh/jjajaja/bueno un placer jugar con vosotros/!!/lo mismo digo/caras anchoa/estudiad en la recta final/;)/ya veo/yo voy a poner 4/ganas 30/yo 33/yo cual pongo/4/vale/3/3/f es el q menos gana siempre no? :(/creo que si/f3 c3/porque las demas pierden 2 para ganar uno/y los que pierden pierden mucho comparado con lo que se gana/pensais como yo?/ya.../si/f3 c3/vale/perf/lo siento f jajaja/a ver por mi 11/1,1/pero si f quiere 3,3/pues 3,3/yo no quiero malos rollos/jajaja tiene q tener algun sentido/jaajja 3,3/a ver/1,1?/q beneficie a c otra vez ?/seguimos patrón/si/sii/1,1?/ea/entonces va a ser siempre 1,1    5,5,    3,3?"
1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0,0,0,"mas menos/si/que habil/:)/jajaja/si siii/:)/que pringao esl tio ese/es el juego 2/pero tiene q poner juego 5/eso es el a/no lo decidimos/tenias q poner 4/encima me resta/y ganabas 30/espera y busco/:(/trsitesa/tristesa/estamos contigo f!!!/#prayforF/je suis f/jajajajajajaja/me parto/jajajaaja/4/4/este es el tuyo f/nan/f4 c4/tooooooooooma/pierde 3 c y tu ganas 11/lo siento c :(/asi igualamos/si me parece bien/juego de equipo/juego 1 y 2/buenos para c/juego 3 igual para todos/mas razonable/manda A/tambn podemos hacer que pierdas pastaponiendo negativos/pero eso es malo/no mola/perdiendo vosotros tbb?/si/jajajaaj/pero tu pierdes más/pero no/supongo/no renta/3/3/te gané/3,3?/ajjajaja/soy más rapida/jajajaj/jajajajaj/5/5/5,5/mierda/me has ganao/jajaja/poned segunda fila/y columna?/c2/vale/es la que mas nos beneficia no?/Si/ponemos calcular?/Qué columna pongo?/f2 c2/los que mas nos benefician a todos son las diagonales/antes te has equivocado/en el juego 3 hay que poner f3 c3/en el 4 f4 c4/Ah vale/depende del juego y eso no esta en mi mano/si ponemos el mismo numero no resta ninguna/cual ponemos?/pon el 5/es el que mas veo/yo 10 tu 38/pon 5 y ves cambiando los juegos y veras/no tu 22"
1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"me pone/poniendo 3 ganamos 36 los dos/creo/con el juego 4/vale si/ponemos 3 los dos y ganamos en todos/los juegos/vale/lo q cuenta es q no reste/si ponemos el mismo num no resta/en el 3 ganamos lo mismo/pon 3/juego 4 y 5 bueno para f/en el juego 2 debia de haberle vuelto a dar mas a c/5/5/si llego a saber que eran correlativos/donde A gana 80/a la larga es el mejor en todos los juegos/daos cuenta/de esa forma lo que se os quita despues se os da/f5 c5/?/y es donde mas ganais/me seguis?/entendeis=/donde gana 80 A/a gana 80 en f5  c5/es el mejor porque vosotros lo que se os quita en uno se os da en los otros dos/si si/y 72 en f4 c4/a ver si c dice algo/y c solo pierde 3 en f5 c5/me quedaria con 26/pero si luego igualais/si/o rapido/3,3 esta bien/quien sabe/ea/3,3/dale a esa/algun@ le encuentra el sentido?/no/ajajja/nan/a que?/a la vida?/es una investigacion/jajajaj/a ver/jajajaja/si/ahora f/elegimos 5, 5?/si/hablad de algo/que queda un minuto"
